ruta,carpeta,archivo,variedad,clase,hoja_id,hoja_L_med,hoja_L_desv,hoja_a_med,hoja_b_med,hoja_b_desv,hoja_f_oscuro,hoja_f_verdoso,hoja_f_claro,hoja_textura,lado_L_med,lado_L_desv,lado_a_med,lado_b_med,lado_b_desv,lado_f_oscuro,lado_f_verdoso,lado_f_claro,lado_textura,lado_abs_L_med,lado_abs_L_desv,lado_abs_a_med,lado_abs_b_med,lado_abs_b_desv,lado_abs_f_oscuro,lado_abs_f_verdoso,lado_abs_f_claro,lado_abs_textura,largo_pulg,ancho_pulg,aspecto,solidez,cobertura,hoja_entre_util,fondo_L_med,fondo_L_desv,fondo_a_med,fondo_b_med,fondo_b_desv,fondo_f_oscuro,fondo_f_verdoso,fondo_f_claro,fondo_textura
Connecticut/CAPA_CONNECTICUT/20260817_180756944_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_180756944_iOS.jpg,connecticut,capa,hoja_0133,184.3448,17.7624,4.5995,37.321,5.0497,0.0754,0.0892,0.0368,44.6355,-1.2627,0.1212,0.288,-0.5771,-0.0457,0.076,0.1483,-0.208,-0.032,1.2627,0.1212,0.288,0.5771,0.0457,0.076,0.1483,0.208,0.032,15.1224,8.2147,0.4527,0.9438,0.2293,1.2242,80.6967,54.2924,1.3586,-10.3375,11.564,0.0,0.0351,0.0809,32.4905
Connecticut/CAPA_CONNECTICUT/20260817_182042921_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_182042921_iOS.jpg,connecticut,capa,hoja_0139,180.9209,21.7788,7.1664,44.0537,5.7429,0.0769,0.061,0.027,48.2803,-1.1476,0.241,-0.0846,-1.165,0.0412,-0.0307,-0.029,0.1634,0.0087,1.1476,0.241,0.0846,1.165,0.0412,0.0307,0.029,0.1634,0.0087,15.4566,7.3818,0.4219,0.913,0.2075,1.2428,83.4527,61.624,0.5317,0.5623,9.7559,0.0,0.0146,0.089,31.4927
Connecticut/CAPA_CONNECTICUT/20260817_182830192_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_182830192_iOS.jpg,connecticut,capa,hoja_0142,181.5124,19.5522,5.4886,35.3406,4.0686,0.0779,0.0605,0.0524,51.8873,-0.9388,0.0407,0.0527,-0.684,-0.0321,0.0973,-0.0586,-0.0562,-0.1384,0.9388,0.0407,0.0527,0.684,0.0321,0.0973,0.0586,0.0562,0.1384,13.9767,7.735,0.4889,0.9531,0.1897,1.1913,96.2266,49.8672,0.2783,-8.6516,12.3023,0.0701,0.0515,0.1119,38.4413
Connecticut/CAPA_CONNECTICUT/20260817_182910886_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_182910886_iOS.jpg,connecticut,capa,hoja_0143,191.0087,15.9419,7.1441,52.2064,5.1669,0.0744,0.0597,0.0348,47.1248,-0.9577,0.1165,0.3803,-0.3249,-0.013,0.0098,0.2808,0.1026,-0.0306,0.9577,0.1165,0.3803,0.3249,0.013,0.0098,0.2808,0.1026,0.0306,13.0539,6.663,0.4424,0.9198,0.1491,1.2361,97.6512,56.1437,0.7006,1.0975,10.3451,0.1296,0.0303,0.0957,34.9862
Connecticut/CAPA_CONNECTICUT/20260817_182940368_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_182940368_iOS.jpg,connecticut,capa,hoja_0144,195.0966,19.4464,4.4526,44.1843,5.6596,0.0698,0.0995,0.0276,52.0426,-0.8144,0.1776,0.2676,-0.524,-0.0201,0.1228,0.2019,-0.0867,0.0095,0.8144,0.1776,0.2676,0.524,0.0201,0.1228,0.2019,0.0867,0.0095,12.0855,6.6201,0.4565,0.9276,0.1455,1.2246,110.4699,44.8833,0.099,-5.0346,12.3353,0.0391,0.0446,0.1085,41.5495
Connecticut/CAPA_CONNECTICUT/20260817_183048454_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_183048454_iOS.jpg,connecticut,capa,hoja_0145,187.8551,19.2285,4.0913,42.775,4.7383,0.0807,0.0857,0.0338,50.9292,-0.9248,0.1986,0.0769,-0.675,0.0541,-0.0001,0.1774,0.0079,-0.024,0.9248,0.1986,0.0769,0.675,0.0541,0.0001,0.1774,0.0079,0.024,14.7665,6.9906,0.434,0.9331,0.1795,1.2005,85.5408,60.1808,0.2096,-3.4902,11.3432,0.0,0.0276,0.1012,32.437
Connecticut/CAPA_CONNECTICUT/20260817_183147181_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_183147181_iOS.jpg,connecticut,capa,hoja_0146,184.4832,20.1375,2.9386,36.6405,5.4477,0.0709,0.0833,0.0334,54.7731,-0.6697,0.0152,0.1681,-0.5621,-0.1409,0.1129,0.0876,0.4427,-0.0593,0.6697,0.0152,0.1681,0.5621,0.1409,0.1129,0.0876,0.4427,0.0593,16.0304,7.8735,0.4339,0.9168,0.2285,1.2822,99.3243,45.7407,0.5135,-8.5645,12.2263,0.0571,0.0798,0.099,37.4449
Connecticut/CAPA_CONNECTICUT/20260817_183308478_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_183308478_iOS.jpg,connecticut,capa,hoja_0149,188.5144,19.1161,6.094,48.308,5.756,0.072,0.0642,0.0358,58.6154,-0.9471,0.0757,0.1897,-0.7348,0.0443,0.0015,0.2199,0.1461,0.0116,0.9471,0.0757,0.1897,0.7348,0.0443,0.0015,0.2199,0.1461,0.0116,13.2455,6.5506,0.4451,0.9708,0.158,1.2176,106.2578,47.6258,0.8714,1.3859,12.4361,0.0518,0.01,0.1074,39.4506
Connecticut/CAPA_CONNECTICUT/20260817_183332237_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_183332237_iOS.jpg,connecticut,capa,hoja_0150,190.4929,21.7286,2.5989,36.9636,5.6193,0.0843,0.0421,0.0203,56.8596,-1.1592,0.1867,0.0742,-0.5425,-0.1372,0.0841,-0.051,0.0056,-0.0436,1.1592,0.1867,0.0742,0.5425,0.1372,0.0841,0.051,0.0056,0.0436,15.4982,7.2131,0.4189,0.9622,0.2057,1.2278,93.3609,52.1934,0.4596,-8.0826,12.1696,0.1084,0.0738,0.0935,37.1233
Connecticut/CAPA_CONNECTICUT/20260817_183353431_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_183353431_iOS.jpg,connecticut,capa,hoja_0151,195.6377,15.483,7.1467,44.5798,3.9999,0.0712,0.0813,0.0363,50.374,-0.7847,0.1082,0.6187,0.2224,-0.0575,0.0343,-0.1795,-0.136,-0.0372,0.7847,0.1082,0.6187,0.2224,0.0575,0.0343,0.1795,0.136,0.0372,11.4292,6.2252,0.4811,0.9445,0.1255,1.2309,116.3807,47.131,0.883,1.7454,12.8362,0.0471,0.0294,0.1055,38.5299
Connecticut/CAPA_CONNECTICUT/20260817_183415809_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_183415809_iOS.jpg,connecticut,capa,hoja_0152,194.6449,17.2095,7.4378,46.3924,4.2773,0.0681,0.09,0.0339,67.4589,-0.2907,0.005,0.0064,0.0587,0.0377,-0.0192,0.1096,0.0105,-0.0634,0.2907,0.005,0.0064,0.0587,0.0377,0.0192,0.1096,0.0105,0.0634,10.6424,5.9314,0.483,0.9411,0.113,1.2508,116.7704,47.848,1.0216,1.7524,13.2902,0.0287,0.0173,0.1028,43.2544
Connecticut/CAPA_CONNECTICUT/20260817_183437800_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_183437800_iOS.jpg,connecticut,capa,hoja_0153,185.7825,23.6341,2.9488,32.5139,5.5728,0.0753,0.0853,0.0321,61.0383,-1.2646,0.0963,0.1292,-0.9248,-0.186,-0.0128,0.2287,0.2507,-0.0353,1.2646,0.0963,0.1292,0.9248,0.186,0.0128,0.2287,0.2507,0.0353,17.6752,9.2132,0.4604,0.9507,0.2867,1.2978,97.0592,46.9373,1.8749,-14.8248,9.1625,0.0843,0.0609,0.088,39.306
Connecticut/CAPA_CONNECTICUT/20260817_183503362_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_183503362_iOS.jpg,connecticut,capa,hoja_0154,184.8701,19.0441,4.5504,40.8782,5.9686,0.0795,0.0686,0.0297,60.2778,-0.8077,0.1189,-0.0392,-0.0663,0.0397,0.0167,-0.059,0.0118,-0.0054,0.8077,0.1189,0.0392,0.0663,0.0397,0.0167,0.059,0.0118,0.0054,14.4446,7.084,0.4414,0.9577,0.181,1.2105,82.3336,56.375,0.0921,-4.2129,10.4658,0.0,0.0964,0.0711,31.5492
Connecticut/CAPA_CONNECTICUT/20260817_183558155_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_183558155_iOS.jpg,connecticut,capa,hoja_0155,186.5747,16.3701,7.9646,45.4143,5.0758,0.0731,0.067,0.0352,51.4579,-0.6787,0.0764,0.0689,0.1277,-0.044,-0.0087,-0.0065,0.265,-0.0689,0.6787,0.0764,0.0689,0.1277,0.044,0.0087,0.0065,0.265,0.0689,12.6248,6.8839,0.4635,0.9209,0.1496,1.2242,105.4446,45.7489,0.8167,1.7179,12.5794,0.0345,0.0207,0.1046,39.9307
Connecticut/CAPA_CONNECTICUT/20260817_183646682_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_183646682_iOS.jpg,connecticut,capa,hoja_0156,183.4413,19.6193,3.4717,38.2442,5.2996,0.0747,0.052,0.0369,57.0598,-1.1149,0.096,0.2891,-0.1369,0.0009,-0.063,-0.3564,0.1664,0.0145,1.1149,0.096,0.2891,0.1369,0.0009,0.063,0.3564,0.1664,0.0145,15.4136,7.9852,0.4576,0.9622,0.2227,1.2312,97.7251,44.0637,0.1458,-6.6369,12.3865,0.0356,0.0575,0.1036,39.0129
Connecticut/CAPA_CONNECTICUT/20260817_183745635_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_183745635_iOS.jpg,connecticut,capa,hoja_0157,187.1128,18.0526,4.4448,36.1715,4.5551,0.0716,0.0571,0.0488,63.9542,-0.8513,0.0163,0.2168,-0.8255,-0.1101,-0.051,-0.3554,0.1217,-0.093,0.8513,0.0163,0.2168,0.8255,0.1101,0.051,0.3554,0.1217,0.093,13.287,7.16,0.476,0.9601,0.1737,1.209,105.4254,41.4311,0.3173,-6.8541,11.4052,0.0243,0.0441,0.1073,38.9358
Connecticut/CAPA_CONNECTICUT/20260817_183840237_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_183840237_iOS.jpg,connecticut,capa,hoja_0158,190.9873,18.3,3.7789,40.9752,4.8367,0.0726,0.1022,0.0321,58.4129,-0.7296,0.1059,0.1281,-0.0194,-0.0813,0.1067,0.2859,0.2362,-0.0642,0.7296,0.1059,0.1281,0.0194,0.0813,0.1067,0.2859,0.2362,0.0642,16.0809,7.1793,0.4092,0.9448,0.2012,1.268,100.5959,46.4762,0.2798,-4.8978,11.6042,0.0619,0.0359,0.0973,38.4372
Connecticut/CAPA_CONNECTICUT/20260817_183945014_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_183945014_iOS.jpg,connecticut,capa,hoja_0159,189.5611,19.6562,3.8324,45.0252,5.7796,0.0691,0.043,0.0302,60.1458,-0.814,0.0175,0.134,-0.8242,-0.0016,0.0887,-0.4388,0.1128,-0.0451,0.814,0.0175,0.134,0.8242,0.0016,0.0887,0.4388,0.1128,0.0451,15.762,7.0442,0.365,0.9032,0.209,1.2512,101.3428,48.1014,0.3431,-4.4409,11.1099,0.0572,0.0226,0.106,39.5619
Connecticut/CAPA_CONNECTICUT/20260817_184038234_iOS Copiar.jpg,Connecticut/CAPA_CONNECTICUT,20260817_184038234_iOS Copiar.jpg,connecticut,capa,hoja_0160,186.5583,17.9913,4.624,40.9342,4.9803,0.0677,0.0426,0.0476,58.7621,-0.8435,0.0002,0.0622,-0.5395,-0.0992,0.0316,0.0708,0.2475,-0.0566,0.8435,0.0002,0.0622,0.5395,0.0992,0.0316,0.0708,0.2475,0.0566,15.575,7.1541,0.4057,0.9499,0.2007,1.2458,98.515,45.5749,0.333,-6.1291,10.1791,0.0503,0.097,0.0962,37.3935
Connecticut/CAPA_CONNECTICUT/20260817_184120433_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_184120433_iOS.jpg,connecticut,capa,hoja_0161,185.4394,18.4256,3.6324,33.2687,4.6962,0.0777,0.077,0.0321,51.2885,-0.6468,0.2011,-0.1409,-0.1612,0.0347,0.0508,-0.3251,-0.1552,-0.0774,0.6468,0.2011,0.1409,0.1612,0.0347,0.0508,0.3251,0.1552,0.0774,15.4102,8.0378,0.4607,0.9492,0.2337,1.2058,98.2147,43.0054,0.5753,-9.6046,12.0079,0.0466,0.094,0.0992,38.1574
Connecticut/CAPA_CONNECTICUT/20260817_184314874_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_184314874_iOS.jpg,connecticut,capa,hoja_0163,186.5867,18.3828,4.9127,37.6101,6.6827,0.0677,0.054,0.0358,52.583,-1.023,0.0719,0.2615,-0.5812,-0.0551,-0.1248,-0.0541,0.1088,-0.0385,1.023,0.0719,0.2615,0.5812,0.0551,0.1248,0.0541,0.1088,0.0385,14.3087,8.4637,0.5225,0.9434,0.1997,1.1901,101.1364,41.1829,1.0496,-10.2304,11.139,0.0282,0.0543,0.0909,39.2346
Connecticut/CAPA_CONNECTICUT/20260817_184409846_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_184409846_iOS.jpg,connecticut,capa,hoja_0164,185.0307,17.1199,5.1388,38.3496,4.7653,0.0702,0.0462,0.0343,54.1237,-0.823,0.1128,0.013,0.0074,0.0098,0.0471,0.1423,-0.0925,-0.0276,0.823,0.1128,0.013,0.0074,0.0098,0.0471,0.1423,0.0925,0.0276,14.6437,7.8189,0.445,0.9334,0.2093,1.1957,90.2931,50.2228,0.2249,-3.7315,10.5666,0.1185,0.1004,0.0776,35.5646
Connecticut/CAPA_CONNECTICUT/20260817_184524659_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_184524659_iOS.jpg,connecticut,capa,hoja_0165,191.2854,16.4353,7.1429,40.0074,5.2551,0.0634,0.0728,0.0501,65.5882,-0.2005,-0.0516,0.1246,0.4214,-0.0721,-0.0077,-0.0605,0.1673,-0.1004,0.2005,0.0516,0.1246,0.4214,0.0721,0.0077,0.0605,0.1673,0.1004,12.5981,5.4058,0.3576,0.9319,0.1311,1.257,110.263,43.4709,-0.1179,-3.9418,12.1802,0.0298,0.0698,0.1051,40.7131
Connecticut/CAPA_CONNECTICUT/20260817_184545583_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_184545583_iOS.jpg,connecticut,capa,hoja_0166,186.09,19.7038,4.1944,35.577,5.1858,0.0749,0.0784,0.0343,55.3517,-0.7664,0.1162,0.1058,0.0142,0.0811,0.1435,-0.3846,-0.1499,-0.0199,0.7664,0.1162,0.1058,0.0142,0.0811,0.1435,0.3846,0.1499,0.0199,15.8542,7.7558,0.4158,0.9294,0.22,1.2609,95.894,42.8965,1.0731,-10.6105,11.1262,0.0372,0.0559,0.0946,37.7186
Connecticut/CAPA_CONNECTICUT/20260817_184607304_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_184607304_iOS.jpg,connecticut,capa,hoja_0167,186.1513,17.5717,4.126,34.1398,5.5407,0.0709,0.0956,0.0501,52.3605,-1.0631,0.0415,0.3114,-0.6296,-0.0923,0.0252,-0.189,0.0219,0.0119,1.0631,0.0415,0.3114,0.6296,0.0923,0.0252,0.189,0.0219,0.0119,14.7828,7.6488,0.4312,0.9248,0.2062,1.2113,96.7373,42.1701,0.5444,-9.8786,10.8969,0.0277,0.0853,0.0961,36.1491
Connecticut/CAPA_CONNECTICUT/20260817_184626125_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_184626125_iOS.jpg,connecticut,capa,hoja_0168,190.305,24.2621,2.9264,32.8266,4.7324,0.0858,0.0733,0.0272,52.6464,-1.2524,0.1601,0.2801,-0.2884,-0.117,0.0797,0.3981,0.1678,-0.0171,1.2524,0.1601,0.2801,0.2884,0.117,0.0797,0.3981,0.1678,0.0171,16.2644,8.5033,0.4531,0.9551,0.2483,1.2819,91.1514,54.3097,0.6073,-10.1114,9.1453,0.1108,0.0605,0.0906,37.7853
Connecticut/CAPA_CONNECTICUT/20260817_184658522_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_184658522_iOS.jpg,connecticut,capa,hoja_0169,191.763,17.0292,3.8237,40.9762,5.521,0.0735,0.0615,0.0373,50.4245,-0.6543,0.095,0.1145,0.0454,-0.0971,-0.0173,0.1827,-0.0989,0.0015,0.6543,0.095,0.1145,0.0454,0.0971,0.0173,0.1827,0.0989,0.0015,14.1014,7.0959,0.4361,0.9347,0.1852,1.2091,104.3708,43.5741,0.0933,-4.4016,11.8778,0.052,0.035,0.0938,37.9519
Connecticut/CAPA_CONNECTICUT/20260817_184741633_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_184741633_iOS.jpg,connecticut,capa,hoja_0171,185.5959,22.1532,3.2065,33.4974,4.6551,0.0642,0.0672,0.0543,56.1109,-1.2887,0.0263,0.1378,-0.2778,-0.2184,-0.0145,0.1157,0.1116,-0.0755,1.2887,0.0263,0.1378,0.2778,0.2184,0.0145,0.1157,0.1116,0.0755,15.7692,8.9472,0.5012,0.9688,0.2574,1.2331,96.1995,49.273,1.499,-11.6246,11.3523,0.0687,0.043,0.0917,39.359
Connecticut/CAPA_CONNECTICUT/20260817_184812055_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_184812055_iOS.jpg,connecticut,capa,hoja_0172,185.905,23.3395,2.5407,32.1636,7.4879,0.0581,0.0594,0.0273,51.5883,-1.0557,0.2131,-0.0924,-0.3533,0.3676,-0.0644,-0.1662,-0.241,-0.0672,1.0557,0.2131,0.0924,0.3533,0.3676,0.0644,0.1662,0.241,0.0672,15.1598,9.0842,0.5393,0.9512,0.2404,1.1872,100.1767,47.2533,0.8391,-11.0552,13.2721,0.062,0.0639,0.1034,39.5309
Connecticut/CAPA_CONNECTICUT/20260817_184915826_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_184915826_iOS.jpg,connecticut,capa,hoja_0173,191.901,18.7475,3.727,40.3047,4.7721,0.0729,0.054,0.0259,53.6414,-0.8909,0.0701,0.0169,-0.168,0.0163,0.0377,0.1864,0.2183,-0.0589,0.8909,0.0701,0.0169,0.168,0.0163,0.0377,0.1864,0.2183,0.0589,13.7694,7.2919,0.4854,0.9521,0.1757,1.2008,102.28,44.007,0.4621,-6.8644,12.8389,0.0454,0.0259,0.1006,39.296
Connecticut/CAPA_CONNECTICUT/20260817_184944834_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_184944834_iOS.jpg,connecticut,capa,hoja_0174,185.0147,21.3721,3.2437,34.6181,3.942,0.07,0.0912,0.043,53.2673,-1.1481,0.0767,0.1578,-0.0676,-0.1199,0.0499,0.1716,0.1418,-0.0759,1.1481,0.0767,0.1578,0.0676,0.1199,0.0499,0.1716,0.1418,0.0759,14.8405,8.1052,0.4642,0.9327,0.2196,1.1821,96.2677,49.7422,0.7828,-10.6844,13.1074,0.0651,0.0877,0.103,40.4174
Connecticut/CAPA_CONNECTICUT/20260817_185027220_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_185027220_iOS.jpg,connecticut,capa,hoja_0175,186.818,21.8349,3.3116,36.1054,4.5259,0.0808,0.0812,0.0314,54.2649,-0.86,0.1788,0.0083,-0.5201,0.0148,0.0856,-0.3496,-0.1443,-0.0573,0.86,0.1788,0.0083,0.5201,0.0148,0.0856,0.3496,0.1443,0.0573,13.6776,7.8746,0.5086,0.9426,0.1955,1.185,100.8951,46.3219,0.347,-8.1952,11.9525,0.0703,0.0958,0.1045,36.904
Connecticut/CAPA_CONNECTICUT/20260817_185058494_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_185058494_iOS.jpg,connecticut,capa,hoja_0176,192.4581,18.7985,3.2961,39.9553,4.8497,0.0722,0.0915,0.0439,49.8322,-1.121,0.0769,0.1552,-0.9641,0.0184,-0.038,0.1958,0.2675,-0.0369,1.121,0.0769,0.1552,0.9641,0.0184,0.038,0.1958,0.2675,0.0369,13.2854,7.8294,0.5304,0.9413,0.1811,1.1956,104.7794,48.3819,0.4999,-6.8154,13.2705,0.0651,0.076,0.1003,39.2505
Connecticut/CAPA_CONNECTICUT/20260817_185148238_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_185148238_iOS.jpg,connecticut,capa,hoja_0177,184.942,20.0741,4.1814,39.8606,7.3238,0.0697,0.0875,0.0327,54.6581,-0.8079,0.1385,-0.0244,-0.4081,0.2819,0.0166,0.3384,0.1122,-0.0777,0.8079,0.1385,0.0244,0.4081,0.2819,0.0166,0.3384,0.1122,0.0777,15.5325,6.9971,0.3979,0.9408,0.1966,1.2464,105.21,45.8352,0.3697,-3.9563,13.2837,0.047,0.0333,0.1149,42.4337
Connecticut/CAPA_CONNECTICUT/20260817_185213930_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_185213930_iOS.jpg,connecticut,capa,hoja_0178,190.6236,18.0492,4.4243,39.1221,4.6801,0.0739,0.0753,0.0369,51.8261,-0.8762,0.0954,0.0723,-0.6599,-0.0597,0.1589,0.011,-0.1706,-0.0344,0.8762,0.0954,0.0723,0.6599,0.0597,0.1589,0.011,0.1706,0.0344,14.3493,7.2396,0.4457,0.9403,0.184,1.2041,84.4868,57.9662,-0.0308,-3.4384,10.237,0.0,0.0325,0.0817,32.2384
Connecticut/CAPA_CONNECTICUT/20260817_185310152_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_185310152_iOS.jpg,connecticut,capa,hoja_0179,185.2736,19.0345,3.0796,33.1817,4.2254,0.0771,0.065,0.041,53.2572,-0.9321,0.1278,0.1132,-0.3547,0.0323,0.0064,-0.4205,0.2162,-0.0468,0.9321,0.1278,0.1132,0.3547,0.0323,0.0064,0.4205,0.2162,0.0468,15.2397,8.1526,0.4458,0.9251,0.2292,1.2116,97.3607,48.1098,0.7473,-9.9749,12.1136,0.0692,0.0583,0.0983,41.0958
Connecticut/CAPA_CONNECTICUT/20260817_185358706_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_185358706_iOS.jpg,connecticut,capa,hoja_0181,180.9658,24.1764,3.963,30.7196,4.539,0.074,0.0841,0.0384,49.9591,-1.3759,0.0548,-0.0094,-0.1108,0.016,0.0625,-0.2084,0.2588,-0.0912,1.3759,0.0548,0.0094,0.1108,0.016,0.0625,0.2084,0.2588,0.0912,17.8335,10.1352,0.521,0.9505,0.3297,1.2803,82.1945,55.6034,1.5322,-14.2677,8.8095,0.0,0.0381,0.0789,36.6656
Connecticut/CAPA_CONNECTICUT/20260817_185424090_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_185424090_iOS.jpg,connecticut,capa,hoja_0182,185.6758,17.5994,4.8243,43.3825,4.4694,0.0681,0.0739,0.0351,49.9579,-0.9653,0.0697,-0.0734,0.0046,-0.1081,-0.058,-0.0948,0.2745,-0.0524,0.9653,0.0697,0.0734,0.0046,0.1081,0.058,0.0948,0.2745,0.0524,14.478,7.9176,0.474,0.935,0.1989,1.2073,104.0957,41.8987,0.6607,-5.8401,12.7323,0.0183,0.0151,0.1104,39.5297
Connecticut/CAPA_CONNECTICUT/20260817_185456063_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_185456063_iOS.jpg,connecticut,capa,hoja_0183,191.3459,18.9272,4.1227,41.4112,6.1117,0.0686,0.0741,0.0367,52.9502,-0.8765,0.0347,0.1582,-0.2283,-0.0104,0.0722,0.0986,0.3248,-0.1201,0.8765,0.0347,0.1582,0.2283,0.0104,0.0722,0.0986,0.3248,0.1201,12.8128,7.4381,0.5031,0.9321,0.1731,1.2035,86.8435,55.0385,0.2796,-3.8795,10.9662,0.1763,0.0214,0.0826,33.3457
Connecticut/CAPA_CONNECTICUT/20260817_185521483_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_185521483_iOS.jpg,connecticut,capa,hoja_0184,189.4072,17.7612,5.938,44.3318,4.9454,0.0668,0.0783,0.0426,57.3791,-0.4896,0.0438,-0.1934,-0.572,0.005,0.0089,0.2381,0.3177,-0.0469,0.4896,0.0438,0.1934,0.572,0.005,0.0089,0.2381,0.3177,0.0469,12.3351,7.3896,0.4992,0.9348,0.165,1.2081,107.6057,42.5947,0.5967,-2.0059,11.6139,0.0323,0.0057,0.0992,42.1126
Connecticut/CAPA_CONNECTICUT/20260817_185600183_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_185600183_iOS.jpg,connecticut,capa,hoja_0185,192.4259,15.7009,6.0095,47.6319,4.8406,0.0623,0.0612,0.0402,53.3215,-0.5617,0.0037,0.0477,-0.7176,-0.0613,0.1046,0.1824,0.1737,-0.1124,0.5617,0.0037,0.0477,0.7176,0.0613,0.1046,0.1824,0.1737,0.1124,13.0407,7.2654,0.4643,0.9126,0.1719,1.2041,109.3939,43.1326,0.5605,-0.2543,12.0632,0.0306,0.0068,0.1079,37.6078
Connecticut/CAPA_CONNECTICUT/20260817_185647989_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_185647989_iOS.jpg,connecticut,capa,hoja_0187,188.0107,16.8084,3.8786,39.7309,4.7453,0.0617,0.0498,0.0554,49.7197,-0.7777,-0.0645,0.0439,0.2771,0.0779,0.1008,-0.1464,-0.0736,-0.0489,0.7777,0.0645,0.0439,0.2771,0.0779,0.1008,0.1464,0.0736,0.0489,14.8811,8.0668,0.4608,0.9414,0.2148,1.205,92.8777,49.7392,0.4855,-8.1655,10.795,0.1058,0.0683,0.0883,36.1292
Connecticut/CAPA_CONNECTICUT/20260817_185702418_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_185702418_iOS.jpg,connecticut,capa,hoja_0188,188.8028,19.8482,3.024,39.3804,5.594,0.0774,0.0732,0.0282,52.6438,-1.1583,0.162,0.1499,-0.7983,-0.0211,-0.0013,0.107,-0.0224,-0.0397,1.1583,0.162,0.1499,0.7983,0.0211,0.0013,0.107,0.0224,0.0397,17.0595,7.9394,0.4344,0.9657,0.2328,1.3073,99.2733,46.8281,0.751,-9.4957,10.8831,0.0795,0.0535,0.0937,38.812
Connecticut/CAPA_CONNECTICUT/20260817_185722241_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_185722241_iOS.jpg,connecticut,capa,hoja_0189,183.8493,24.0356,3.1003,31.2374,7.2027,0.071,0.0447,0.0304,55.9276,-1.0484,0.1323,-0.0072,-0.1219,-0.3003,-0.0535,0.0603,0.2407,-0.0468,1.0484,0.1323,0.0072,0.1219,0.3003,0.0535,0.0603,0.2407,0.0468,16.4787,9.6139,0.4959,0.9373,0.2831,1.2739,86.0202,53.1498,0.9977,-10.7204,12.6146,0.1217,0.0513,0.1023,38.181
Connecticut/CAPA_CONNECTICUT/20260817_185746052_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_185746052_iOS.jpg,connecticut,capa,hoja_0190,189.7249,19.2199,3.9487,41.6891,4.9563,0.0723,0.109,0.0324,48.5085,-1.1863,0.1167,0.2429,-0.8296,-0.0502,0.0377,0.1051,0.1486,-0.0278,1.1863,0.1167,0.2429,0.8296,0.0502,0.0377,0.1051,0.1486,0.0278,15.3717,7.8158,0.4491,0.9381,0.2132,1.2254,96.632,46.7502,0.48,-8.4694,11.2328,0.0721,0.0669,0.087,39.0813
